MaNV,TenNV,ChucVu,BoPhan,CCCD,SDT_NV,Email_NV,NgaySinh,GioiTinh
NV001752,Dang Van Dung,Ky thuat,Khai thac bay,979368719074,096229889600,nv1752@airline.vn,1991-01-02,Nu
NV001753,Le Van Hung,Dieu hanh,Ky thuat may bay,604012572798,098595719900,nv1753@airline.vn,1997-07-12,Nam
NV001754,Huynh Hung,Phi cong,Tai chinh,483026000913,096820102400,nv1754@airline.vn,1966-02-26,Nu
NV001755,Pham Thi Phu,Phi cong,Ky thuat may bay,787221564023,086903854900,nv1755@airline.vn,1983-02-08,Nam
NV001756,Vu Van Chi,Dieu hanh,Phuc vu mat dat,254525870788,032773527100,nv1756@airline.vn,1995-10-15,Nu
NV001757,Huynh Lan,Phi cong,Ky thuat may bay,593914120239,033360042700,nv1757@airline.vn,1962-05-08,Nam
NV001758,Bui Hung,Tiep vien,Phuc vu mat dat,197924609760,033794187100,nv1758@airline.vn,1987-07-12,Khac
NV001759,Nguyen Thi Khanh,Tiep vien,Dieu hanh bay,470895349031,096137196100,nv1759@airline.vn,1986-03-09,Khac
NV001760,Huynh Duc Phu,Tiep vien,Dieu hanh bay,838966899891,033779783400,nv1760@airline.vn,1990-12-02,Nam
NV001761,Vo Van Phu,Phi cong,Khai thac bay,703170704511,086169909400,nv1761@airline.vn,1987-10-01,Nu
NV001762,Vo Van Chi,Tiep vien,Khai thac bay,674227782827,032742687300,nv1762@airline.vn,1989-12-20,Nam
NV001763,Le Duc Manh,Tiep vien,An toan bay,352558949865,098488134900,nv1763@airline.vn,1961-11-28,Nu
NV001764,Hoang Duc Anh,Dieu hanh,Tai chinh,563300822917,034893697100,nv1764@airline.vn,1963-08-19,Nu
NV001765,Pham Van Hung,Dieu hanh,Phuc vu mat dat,259051517596,034396348600,nv1765@airline.vn,1985-11-09,Khac
NV001766,Dang Duc Phu,Phi cong,An toan bay,254724263385,097157917000,nv1766@airline.vn,1979-02-28,Nam
NV001767,Huynh Van Oanh,Tiep vien,Khai thac bay,765934265126,033419373300,nv1767@airline.vn,1978-07-25,Nu
NV001768,Pham Manh,Tiep vien,Phuc vu mat dat,443625357619,086717912400,nv1768@airline.vn,1979-04-15,Nam
NV001769,Nguyen Duc Cuong,Phi cong,Dieu hanh bay,354534995954,086853252200,nv1769@airline.vn,1962-11-21,Nam
NV001770,Tran Van Viet,Tiep vien,Dieu hanh bay,220523171821,098408593600,nv1770@airline.vn,1981-12-23,Nam
NV001771,Dang Thi Manh,Dieu hanh,Tai chinh,200805892062,086727655800,nv1771@airline.vn,1984-09-04,Khac
NV001772,Vu Dat,Tiep vien,Khai thac bay,762947984629,032928090900,nv1772@airline.vn,1975-12-25,Nam
NV001773,Nguyen Van Chi,Tiep vien,Tai chinh,747789761830,032734890000,nv1773@airline.vn,1998-09-07,Nam
NV001774,Tran Thi Yen,Ky thuat,Ky thuat may bay,648225015190,032970959200,nv1774@airline.vn,1998-12-27,Nu
NV001775,Hoang Binh,Tiep vien,Tai chinh,983549399868,097596631200,nv1775@airline.vn,1982-03-24,Nu
NV001776,Bui Duc Lan,Ky thuat,Khai thac bay,648312476519,098741221000,nv1776@airline.vn,1983-01-19,Nu
NV001777,Vu Van Khanh,Ky thuat,An toan bay,812452337101,034813666900,nv1777@airline.vn,1969-11-24,Nam
NV001778,Vo Thi Dung,Ky thuat,Khai thac bay,240703501998,098742609200,nv1778@airline.vn,1964-02-18,Khac
NV001779,Dang Van An,Phi cong,An toan bay,343902377095,086105415200,nv1779@airline.vn,1997-11-03,Nu
NV001780,Bui Van An,Ky thuat,Khai thac bay,646044678668,097781517900,nv1780@airline.vn,1970-09-01,Nu
NV001781,Dang Viet,Ky thuat,Dieu hanh bay,154910704933,032565618400,nv1781@airline.vn,1997-08-05,Khac
NV001782,Dang Van Hung,Phi cong,An toan bay,569593906715,097773155900,nv1782@airline.vn,1979-07-01,Khac
NV001783,Vo Duc Lan,Dieu hanh,Ky thuat may bay,866180691078,098288019800,nv1783@airline.vn,1997-03-05,Nam
NV001784,Huynh Thi Dung,Tiep vien,Dieu hanh bay,902847310430,098871019800,nv1784@airline.vn,1978-12-17,Nam
NV001785,Huynh Van Binh,Ky thuat,Ky thuat may bay,564311050102,086545743400,nv1785@airline.vn,1993-07-21,Khac
NV001786,Pham Van Son,Dieu hanh,Phuc vu mat dat,223397944629,086933219500,nv1786@airline.vn,1976-09-15,Nu
NV001787,Vo Thi Viet,Tiep vien,An toan bay,786887710817,097658836200,nv1787@airline.vn,1995-05-07,Nam
NV001788,Huynh Thu,Phi cong,Phuc vu mat dat,260419897292,098160559900,nv1788@airline.vn,1965-10-07,Nam
NV001789,Vu Nam,Dieu hanh,Khai thac bay,517250505864,098923597700,nv1789@airline.vn,1967-10-03,Khac
NV001790,Bui Thi Cuong,Tiep vien,Ky thuat may bay,844055734131,032457165900,nv1790@airline.vn,1964-04-25,Khac
NV001791,Dang Van Lan,Tiep vien,Tai chinh,681509859430,033965032500,nv1791@airline.vn,1990-06-08,Nam
NV001792,Huynh Thi Phu,Ky thuat,Tai chinh,156571868430,033564335900,nv1792@airline.vn,1995-08-09,Khac
NV001793,Dang Van Dung,Tiep vien,An toan bay,543058705599,096430457200,nv1793@airline.vn,1978-12-12,Nam
NV001794,Vo Thi Manh,Tiep vien,Phuc vu mat dat,343004993871,032839029900,nv1794@airline.vn,1989-09-14,Nu
NV001795,Nguyen Duc Manh,Ky thuat,Ky thuat may bay,936816386031,097193081500,nv1795@airline.vn,1980-06-16,Khac
NV001796,Vo Van Cuong,Ky thuat,Ky thuat may bay,178184897481,033605444000,nv1796@airline.vn,1973-05-21,Nu
NV001797,Pham Thi Son,Dieu hanh,Tai chinh,173342972183,097654361900,nv1797@airline.vn,1991-06-02,Nam
NV001798,Vo Van Khanh,Dieu hanh,Ky thuat may bay,136574091366,097415571300,nv1798@airline.vn,1984-10-23,Nu
NV001799,Vo Son,Tiep vien,An toan bay,315850376383,033268476700,nv1799@airline.vn,1986-09-13,Khac
NV001800,Nguyen Duc Anh,Tiep vien,Khai thac bay,728782077077,098556803500,nv1800@airline.vn,1974-10-21,Nu
NV001801,Hoang Van Dung,Phi cong,Khai thac bay,260201601349,098916689000,nv1801@airline.vn,1997-08-09,Nam
NV001802,Huynh Thi Nam,Phi cong,Khai thac bay,978426345773,032947131800,nv1802@airline.vn,1994-11-20,Khac
NV001803,Bui Van Dat,Tiep vien,Phuc vu mat dat,790899862616,096511746300,nv1803@airline.vn,1983-08-11,Nam
NV001804,Dang Van Oanh,Phi cong,Khai thac bay,887374668094,086163055000,nv1804@airline.vn,1972-05-15,Nu
NV001805,Vu Van Binh,Ky thuat,Ky thuat may bay,855393648943,033744829300,nv1805@airline.vn,1971-05-27,Nu
NV001806,Huynh Oanh,Tiep vien,Khai thac bay,297190678643,032486739700,nv1806@airline.vn,1981-12-09,Khac
NV001807,Bui Thi Khanh,Tiep vien,An toan bay,105516845925,086239854900,nv1807@airline.vn,1988-04-22,Nu
NV001808,Pham Nam,Ky thuat,Khai thac bay,786341951134,034534845300,nv1808@airline.vn,1990-11-02,Nam
NV001809,Vu Thi Binh,Dieu hanh,An toan bay,156165251900,086699735700,nv1809@airline.vn,1966-07-07,Nu
NV001810,Le Duc Chi,Phi cong,Tai chinh,100761588643,033377592200,nv1810@airline.vn,1978-11-04,Khac
NV001811,Huynh Van Thu,Ky thuat,An toan bay,471975833600,086524619300,nv1811@airline.vn,1965-09-24,Nu
NV001812,Hoang Thi Dung,Tiep vien,Tai chinh,577587731184,086703403400,nv1812@airline.vn,1960-03-17,Nu
NV001813,Bui Duc Chi,Ky thuat,Tai chinh,706962607016,032836930400,nv1813@airline.vn,1966-11-12,Khac
NV001814,Dang Van Khanh,Tiep vien,Phuc vu mat dat,983636798107,034399106600,nv1814@airline.vn,1970-02-27,Nam
NV001815,Tran Thi Oanh,Dieu hanh,An toan bay,769630448976,034945197800,nv1815@airline.vn,1967-05-04,Nu
NV001816,Nguyen Thi Chi,Dieu hanh,Ky thuat may bay,876072103625,086418030400,nv1816@airline.vn,1997-02-10,Nam
NV001817,Vu Thi Phu,Phi cong,Khai thac bay,279653536711,098151218600,nv1817@airline.vn,1966-08-10,Nam
NV001818,Le Duc Binh,Tiep vien,Dieu hanh bay,664801928055,096755995400,nv1818@airline.vn,1985-06-20,Nu
NV001819,Dang Thi Chi,Ky thuat,Phuc vu mat dat,980208431223,096309084800,nv1819@airline.vn,1975-11-13,Khac
NV001820,Huynh Van Dat,Ky thuat,Ky thuat may bay,400461274056,097307624900,nv1820@airline.vn,1980-04-26,Nam
NV001821,Tran Van Bao,Phi cong,Khai thac bay,165243508600,096627887300,nv1821@airline.vn,1968-04-04,Nu
NV001822,Vu Thi Bao,Tiep vien,Ky thuat may bay,697786565255,034120753100,nv1822@airline.vn,1968-03-24,Nu
NV001823,Vu Khanh,Ky thuat,Khai thac bay,368992650279,098365245000,nv1823@airline.vn,1960-03-11,Nam
NV001824,Hoang Thi Khanh,Dieu hanh,Dieu hanh bay,978067457958,032851935600,nv1824@airline.vn,1990-07-01,Nu
NV001825,Le Thi Dat,Dieu hanh,An toan bay,802199206810,097815726500,nv1825@airline.vn,1985-08-10,Nam
NV001826,Dang Yen,Tiep vien,Khai thac bay,589796855878,097667139200,nv1826@airline.vn,1971-05-27,Nam
NV001827,Nguyen Thi Manh,Phi cong,Ky thuat may bay,180979347242,032927194700,nv1827@airline.vn,1969-05-26,Khac
NV001828,Le Duc Son,Tiep vien,Dieu hanh bay,419315164212,032832942800,nv1828@airline.vn,1994-10-22,Nam
NV001829,Bui Khanh,Ky thuat,Tai chinh,928728982839,097492475300,nv1829@airline.vn,1997-09-11,Nam
NV001830,Pham Van Bao,Dieu hanh,Phuc vu mat dat,733556163247,033739760100,nv1830@airline.vn,1972-11-21,Nam
NV001831,Vo Bao,Dieu hanh,Khai thac bay,911679235684,032560026500,nv1831@airline.vn,1971-11-08,Nu
NV001832,Vo Van Manh,Dieu hanh,An toan bay,506312861651,096494708600,nv1832@airline.vn,1964-02-24,Khac
NV001833,Bui Thi Cuong,Phi cong,Tai chinh,448713416312,033624223200,nv1833@airline.vn,1989-12-02,Nu
NV001834,Nguyen Van Yen,Ky thuat,Dieu hanh bay,105905392148,097599177500,nv1834@airline.vn,1996-05-22,Khac
NV001835,Pham Son,Ky thuat,An toan bay,874881457932,086310127500,nv1835@airline.vn,1964-04-18,Nam
NV001836,Huynh Duc Cuong,Phi cong,An toan bay,706695074860,034702294700,nv1836@airline.vn,1977-12-06,Nam
NV001837,Huynh Duc Cuong,Tiep vien,Khai thac bay,998490598996,098416969000,nv1837@airline.vn,1962-12-11,Nam
NV001838,Huynh Van Oanh,Dieu hanh,Dieu hanh bay,822448585263,097694563100,nv1838@airline.vn,1967-12-23,Nam
NV001839,Nguyen Dat,Ky thuat,Ky thuat may bay,217435679686,097486534400,nv1839@airline.vn,1987-04-13,Nu
NV001840,Bui Duc An,Phi cong,Ky thuat may bay,637149593160,033933202700,nv1840@airline.vn,1969-03-08,Nu
NV001841,Le Uyen,Dieu hanh,Dieu hanh bay,147063342502,097433400200,nv1841@airline.vn,1971-04-21,Nam
NV001842,Le Van Anh,Ky thuat,Khai thac bay,971392355400,098983031900,nv1842@airline.vn,1996-04-12,Nu
NV001843,Vo Thi Phu,Phi cong,Khai thac bay,279972692978,086632129200,nv1843@airline.vn,1997-07-08,Khac
NV001844,Pham Van Chi,Tiep vien,An toan bay,362877100430,032127093300,nv1844@airline.vn,1994-09-13,Nam
NV001845,Pham Binh,Tiep vien,An toan bay,387284435984,097144202800,nv1845@airline.vn,1961-04-27,Nam
NV001846,Dang Thi An,Ky thuat,Ky thuat may bay,887577700903,032162804700,nv1846@airline.vn,1962-03-03,Nam
NV001847,Hoang Duc Chi,Phi cong,An toan bay,590000981412,032326015800,nv1847@airline.vn,1993-05-14,Nam
NV001848,Vu Bao,Dieu hanh,Dieu hanh bay,970338741940,097421384400,nv1848@airline.vn,1971-02-10,Khac
NV001849,Nguyen Thi Lan,Phi cong,Ky thuat may bay,805180835883,034931437800,nv1849@airline.vn,1976-04-24,Nam
NV001850,Hoang Thi Oanh,Phi cong,Khai thac bay,496903762389,032175471400,nv1850@airline.vn,1961-05-27,Khac
NV001851,Nguyen Van Chi,Tiep vien,Khai thac bay,233999877324,033664097200,nv1851@airline.vn,1983-06-24,Khac
NV001852,Bui Thi Oanh,Phi cong,Tai chinh,935252418955,033314585900,nv1852@airline.vn,1974-10-12,Khac
NV001853,Vo Van Hung,Ky thuat,Dieu hanh bay,958112608201,032977003100,nv1853@airline.vn,1998-09-19,Khac
NV001854,Dang Viet,Ky thuat,Dieu hanh bay,584195500137,034206648800,nv1854@airline.vn,1973-09-16,Khac
NV001855,Tran Thi Hung,Dieu hanh,An toan bay,684476435061,096474478200,nv1855@airline.vn,1989-11-21,Nam
NV001856,Nguyen Nam,Tiep vien,Khai thac bay,496317723893,032524317000,nv1856@airline.vn,1980-06-24,Khac
NV001857,Dang Chi,Tiep vien,Ky thuat may bay,688897866116,096151373600,nv1857@airline.vn,1991-10-22,Khac
NV001858,Hoang Thi Binh,Phi cong,Ky thuat may bay,636339937091,098635190300,nv1858@airline.vn,1992-06-20,Nam
NV001859,Bui Duc Dung,Tiep vien,Tai chinh,891954592940,033155311400,nv1859@airline.vn,1983-05-27,Nu
NV001860,Bui Thi Lan,Dieu hanh,Phuc vu mat dat,187823741644,097630495700,nv1860@airline.vn,1976-01-14,Nam
NV001861,Dang Phu,Ky thuat,Khai thac bay,911983078122,086225331500,nv1861@airline.vn,1982-04-15,Nu
NV001862,Le Duc Binh,Tiep vien,Tai chinh,485039011545,097664680300,nv1862@airline.vn,1974-11-11,Nu
NV001863,Hoang Binh,Dieu hanh,Tai chinh,845578325738,086865095600,nv1863@airline.vn,1989-12-17,Nam
NV001864,Le Van Dung,Phi cong,Dieu hanh bay,253672323557,097115349200,nv1864@airline.vn,1977-01-25,Nu
NV001865,Vo Van Chi,Tiep vien,Ky thuat may bay,217692980731,097844225700,nv1865@airline.vn,1983-11-16,Nam
NV001866,Hoang Van Dung,Tiep vien,An toan bay,548512797636,086237269000,nv1866@airline.vn,1993-07-09,Nu
NV001867,Le Thi Uyen,Tiep vien,Ky thuat may bay,649589123030,032534129200,nv1867@airline.vn,1996-09-14,Khac
NV001868,Tran Van Dung,Phi cong,An toan bay,613090476502,098123118500,nv1868@airline.vn,1974-04-06,Nu
NV001869,Vo Duc Binh,Tiep vien,Phuc vu mat dat,932303803339,032877759500,nv1869@airline.vn,1975-03-10,Khac
NV001870,Vu Anh,Tiep vien,An toan bay,992542675151,097200398000,nv1870@airline.vn,1973-11-25,Nam
NV001871,Hoang Van Manh,Ky thuat,Dieu hanh bay,755516495808,097939215000,nv1871@airline.vn,1997-10-05,Nu
NV001872,Vu Thi Cuong,Tiep vien,Dieu hanh bay,409333557291,098984824200,nv1872@airline.vn,1967-02-22,Nam
NV001873,Nguyen Chi,Tiep vien,Phuc vu mat dat,371166623085,032543401500,nv1873@airline.vn,1982-12-13,Nu
NV001874,Tran Van Anh,Tiep vien,Dieu hanh bay,754412157052,032896296200,nv1874@airline.vn,1963-01-08,Nu
NV001875,Pham Duc Viet,Tiep vien,Tai chinh,271123848947,034739770600,nv1875@airline.vn,1990-05-01,Nu
NV001876,Pham Thi Thu,Tiep vien,Khai thac bay,816724124444,097359771300,nv1876@airline.vn,1973-02-03,Nu
NV001877,Hoang Van Dung,Phi cong,An toan bay,129639481340,097330701200,nv1877@airline.vn,1961-07-01,Khac
NV001878,Tran Manh,Dieu hanh,Phuc vu mat dat,959220053380,032704786400,nv1878@airline.vn,1968-03-03,Nu
NV001879,Hoang Khanh,Ky thuat,Tai chinh,921388203082,098713269900,nv1879@airline.vn,1972-09-09,Nam
NV001880,Huynh Van Uyen,Phi cong,Dieu hanh bay,446541237639,097621910700,nv1880@airline.vn,1977-12-05,Khac
NV001881,Tran Duc Bao,Tiep vien,Ky thuat may bay,581936795027,098631385300,nv1881@airline.vn,1994-03-13,Nam
NV001882,Bui Van Son,Dieu hanh,Khai thac bay,738283855183,098621678700,nv1882@airline.vn,1962-03-26,Nam
NV001883,Le Duc Lan,Dieu hanh,Ky thuat may bay,351655714025,098683533200,nv1883@airline.vn,1992-01-23,Nam
NV001884,Huynh Van Khanh,Tiep vien,Khai thac bay,988740648805,086630415400,nv1884@airline.vn,1962-08-23,Nam
NV001885,Bui Thi Viet,Tiep vien,Ky thuat may bay,970969385238,098594408300,nv1885@airline.vn,1968-06-06,Nu
NV001886,Vo Yen,Ky thuat,Ky thuat may bay,955923735361,034755181000,nv1886@airline.vn,1976-10-08,Nam
NV001887,Hoang Duc Uyen,Phi cong,Khai thac bay,110457219069,086992669900,nv1887@airline.vn,1992-03-13,Nu
NV001888,Dang Thi Uyen,Ky thuat,Ky thuat may bay,502894678965,098448786000,nv1888@airline.vn,1991-08-19,Nam
NV001889,Dang Duc Son,Ky thuat,Khai thac bay,209877330477,033303479800,nv1889@airline.vn,1961-05-01,Khac
NV001890,Le Duc Son,Tiep vien,Tai chinh,762275863119,086173020100,nv1890@airline.vn,1965-07-02,Nam
NV001891,Le Nam,Phi cong,Dieu hanh bay,257039750826,086328297500,nv1891@airline.vn,1983-11-26,Nam
NV001892,Vo Thi Oanh,Phi cong,Tai chinh,952096780489,032465083300,nv1892@airline.vn,1968-06-02,Nam
NV001893,Bui Thi Oanh,Dieu hanh,An toan bay,683833896868,034548685700,nv1893@airline.vn,1969-08-18,Nu
NV001894,Le Manh,Phi cong,Dieu hanh bay,723906686202,086540508300,nv1894@airline.vn,1981-05-20,Nu
NV001895,Bui Son,Dieu hanh,Khai thac bay,590370592682,097423876800,nv1895@airline.vn,1966-08-23,Nu
NV001896,Le Van Viet,Dieu hanh,Phuc vu mat dat,407875174812,032370786600,nv1896@airline.vn,1973-10-07,Khac
NV001897,Le Yen,Phi cong,Dieu hanh bay,399856153738,097151001400,nv1897@airline.vn,1977-01-09,Khac
NV001898,Huynh Van Son,Phi cong,Phuc vu mat dat,514689535399,033946647000,nv1898@airline.vn,1965-02-01,Nu
NV001899,Nguyen Thi Hung,Dieu hanh,Tai chinh,278683958352,032899984400,nv1899@airline.vn,1978-11-21,Nu
NV001900,Bui Thi Son,Dieu hanh,Tai chinh,250097823502,086804641300,nv1900@airline.vn,1991-08-26,Nu
NV001901,Le Thi Lan,Tiep vien,Tai chinh,337361345181,098484595400,nv1901@airline.vn,1989-04-24,Nam
NV001902,Vo Thi Anh,Dieu hanh,Dieu hanh bay,923644747038,096413913200,nv1902@airline.vn,1965-06-04,Nam
NV001903,Nguyen Hung,Phi cong,Dieu hanh bay,930822865815,033213602200,nv1903@airline.vn,1976-04-21,Nu
NV001904,Dang Thu,Tiep vien,Phuc vu mat dat,649217166404,032705979900,nv1904@airline.vn,1982-08-08,Nam
NV001905,Nguyen Thi Son,Phi cong,An toan bay,716618983301,033209879500,nv1905@airline.vn,1995-08-08,Nam
NV001906,Bui Van Son,Ky thuat,An toan bay,612101572848,086482076400,nv1906@airline.vn,1966-03-20,Khac
NV001907,Pham Van Nam,Tiep vien,An toan bay,157294371968,098368282800,nv1907@airline.vn,1989-11-12,Nam
NV001908,Dang Hung,Dieu hanh,Tai chinh,100079617156,096198636800,nv1908@airline.vn,1990-03-06,Nam
NV001909,Dang Van Yen,Tiep vien,Khai thac bay,742194018496,098568548400,nv1909@airline.vn,1982-03-08,Nu
NV001910,Bui Van Uyen,Tiep vien,Phuc vu mat dat,182505054798,098650045200,nv1910@airline.vn,1993-12-15,Nu
NV001911,Tran Duc Viet,Ky thuat,An toan bay,314875307306,033429860500,nv1911@airline.vn,1960-09-17,Nam
NV001912,Vu Duc An,Phi cong,Dieu hanh bay,114328956715,033569218100,nv1912@airline.vn,1967-04-01,Nam
NV001913,Vo Anh,Ky thuat,Tai chinh,668436982786,097913014200,nv1913@airline.vn,1980-06-22,Nu
NV001914,Nguyen Duc Cuong,Dieu hanh,Khai thac bay,466376433273,032597739700,nv1914@airline.vn,1988-03-08,Khac
NV001915,Vu Duc Dat,Ky thuat,Phuc vu mat dat,295186133235,096820159500,nv1915@airline.vn,1981-02-18,Nam
NV001916,Hoang Van Hung,Tiep vien,Phuc vu mat dat,708387705178,034643502400,nv1916@airline.vn,1962-11-23,Nu
NV001917,Vu Van Hung,Ky thuat,Dieu hanh bay,826969558947,033596427900,nv1917@airline.vn,1998-04-28,Nu
NV001918,Tran Uyen,Ky thuat,Ky thuat may bay,138520067390,086803745800,nv1918@airline.vn,1996-09-24,Nu
NV001919,Dang Phu,Tiep vien,An toan bay,197716684259,032763189300,nv1919@airline.vn,1987-08-21,Nam
NV001920,Vu Van Oanh,Dieu hanh,Dieu hanh bay,360381594519,097855002600,nv1920@airline.vn,1994-10-11,Nam
NV001921,Vo Van Yen,Phi cong,Phuc vu mat dat,732557370181,033283735100,nv1921@airline.vn,1987-12-09,Nu
NV001922,Bui Thi Anh,Tiep vien,Phuc vu mat dat,698883968165,032553668000,nv1922@airline.vn,1988-01-10,Nam
NV001923,Vo Thi Cuong,Ky thuat,Ky thuat may bay,980761522498,096850036200,nv1923@airline.vn,1983-07-26,Nam
NV001924,Vu Thi Cuong,Phi cong,Phuc vu mat dat,898642938409,033887896500,nv1924@airline.vn,1973-06-25,Khac
NV001925,Tran Duc Hung,Ky thuat,Dieu hanh bay,306116446374,032358871100,nv1925@airline.vn,1975-01-01,Nu
NV001926,Vo Duc Anh,Dieu hanh,Khai thac bay,354981085202,033611595400,nv1926@airline.vn,1971-06-25,Khac
NV001927,Vu Van An,Dieu hanh,An toan bay,897938267528,098101409500,nv1927@airline.vn,1981-08-26,Nam
NV001928,Vu Van Dat,Tiep vien,Khai thac bay,395966372549,032512534600,nv1928@airline.vn,1985-06-21,Nam
NV001929,Le Duc Cuong,Ky thuat,Tai chinh,692431515893,034844586900,nv1929@airline.vn,1988-01-24,Khac
NV001930,Nguyen Van Uyen,Phi cong,Dieu hanh bay,208994790476,098566400600,nv1930@airline.vn,1975-04-28,Khac
NV001931,Nguyen Duc Binh,Dieu hanh,Khai thac bay,635412668402,034575989300,nv1931@airline.vn,1972-07-18,Khac
NV001932,Tran Thi Thu,Dieu hanh,Tai chinh,578710318707,033233103300,nv1932@airline.vn,1982-08-23,Khac
NV001933,Hoang Duc An,Tiep vien,Ky thuat may bay,653334982154,086819881000,nv1933@airline.vn,1967-09-05,Nu
NV001934,Dang Duc Yen,Phi cong,Ky thuat may bay,637602516410,096706576300,nv1934@airline.vn,1974-11-03,Nu
NV001935,Tran Dat,Tiep vien,Dieu hanh bay,878279169177,034388610300,nv1935@airline.vn,1965-11-06,Nam
NV001936,Pham Thi Manh,Phi cong,Ky thuat may bay,965707295891,032123988900,nv1936@airline.vn,1989-12-27,Nam
NV001937,Pham Van Hung,Tiep vien,Tai chinh,385664529711,098689058800,nv1937@airline.vn,1986-08-26,Khac
NV001938,Tran Duc Son,Phi cong,Tai chinh,610889001242,097737316900,nv1938@airline.vn,1984-01-10,Nu
NV001939,Vu Thi Bao,Dieu hanh,Khai thac bay,211205048770,086620289400,nv1939@airline.vn,1983-08-21,Khac
NV001940,Vo Viet,Tiep vien,Dieu hanh bay,575536960883,086772549400,nv1940@airline.vn,1976-08-13,Nam
NV001941,Dang Thi Son,Phi cong,An toan bay,910336694984,034334341300,nv1941@airline.vn,1997-07-10,Nu
NV001942,Huynh Van Khanh,Ky thuat,Ky thuat may bay,413798999609,096971421100,nv1942@airline.vn,1991-09-05,Khac
NV001943,Le Duc Viet,Tiep vien,Tai chinh,255803692273,033108299500,nv1943@airline.vn,1987-02-22,Nu
NV001944,Nguyen Thi Uyen,Dieu hanh,An toan bay,961000983592,097489499000,nv1944@airline.vn,1993-07-26,Nu
NV001945,Nguyen Binh,Ky thuat,Phuc vu mat dat,556577743677,098824427200,nv1945@airline.vn,1972-10-02,Nam
NV001946,Le Duc Chi,Tiep vien,Khai thac bay,195322421082,096418630300,nv1946@airline.vn,1996-04-08,Nam
NV001947,Tran Van Dung,Dieu hanh,Ky thuat may bay,124346382512,086693312300,nv1947@airline.vn,1976-09-18,Nu
NV001948,Huynh Anh,Tiep vien,Ky thuat may bay,865077255029,034696395000,nv1948@airline.vn,1969-10-13,Nam
NV001949,Huynh Duc Chi,Tiep vien,Dieu hanh bay,605125145649,034681233400,nv1949@airline.vn,1989-12-17,Nam
NV001950,Huynh Chi,Dieu hanh,An toan bay,813822357120,096865505000,nv1950@airline.vn,1965-11-08,Nu
NV001951,Huynh Thu,Dieu hanh,Dieu hanh bay,822617264595,033696264300,nv1951@airline.vn,1994-07-22,Nu
NV001952,Tran Thi Viet,Tiep vien,Tai chinh,860406394424,032285959700,nv1952@airline.vn,1987-03-09,Khac
NV001953,Bui Oanh,Ky thuat,Tai chinh,288759422772,096428709600,nv1953@airline.vn,1985-11-18,Nu
NV001954,Le Duc Uyen,Phi cong,Dieu hanh bay,752689436424,086420846300,nv1954@airline.vn,1987-08-19,Nam
NV001955,Tran Thi An,Ky thuat,Khai thac bay,935829487341,032624804700,nv1955@airline.vn,1968-01-07,Khac
NV001956,Le Thi Dung,Phi cong,Ky thuat may bay,184340022547,096169567800,nv1956@airline.vn,1977-06-24,Khac
NV001957,Le Duc Oanh,Ky thuat,Tai chinh,263994187423,032257454900,nv1957@airline.vn,1985-06-14,Khac
NV001958,Pham Thi Manh,Tiep vien,Khai thac bay,269745370058,034416436000,nv1958@airline.vn,1968-07-05,Nu
NV001959,Pham Van Bao,Tiep vien,Khai thac bay,156843967646,097929660100,nv1959@airline.vn,1980-06-28,Nu
NV001960,Tran Thi Nam,Phi cong,Phuc vu mat dat,413035021209,096599165400,nv1960@airline.vn,1972-06-02,Khac
NV001961,Hoang Van Son,Dieu hanh,Phuc vu mat dat,663431403636,032881198500,nv1961@airline.vn,1961-03-09,Nu
NV001962,Nguyen Thi Oanh,Phi cong,Khai thac bay,782501650993,032885269800,nv1962@airline.vn,1990-02-22,Nam
